,T/K,P/MPa,H2O(g),H2(g),H2S(g),HCl(g),HF(g),H(g),HCOOH(g;cis),HCOOH(g;trans),HCOOH(g),OH(g),O2(g),O(g),CO2(g),CH4(g),CO(g),COS(g),C(g),N2(g),NO(g),N(g),NH3(g),NaCl(g),Na(g),NaOH(g),KOH(g),SO2(g),SH(g),S2(g),SO(g),S(g),Fe(g),Fe(OH)2(g),FeO(g),FeOH(g),FeO2(g),Ni(g),NiS(g),NiOH(g),Ni(OH)2(g),Mn(g),MnH(g),SiO(g),SiO2(g),Si(g),PO(g),Mg(g),MgO(g),MgOH(g),Mg(OH)2(g),MgS(g),CrO2(g),Cr(OH)2(g),Cr(OH)3(g),AlO(g),AlOH(g),Al(g),Al(OH)3(g),Al(OH)2(g),AlOH(g).1,CaO(g),CaOH(g),Ca(g),Ca(OH)2(g),layer,temp.[K],press.[10^-6bar],altitude[cm],height.of.layer[cm],"conv.unstable?[1:yes,0:no]","conv.lapse-rate?[1:yes,0:no]",pl.eff.temp.[K],press.[MPa]
85,410.0,1.0,0.0038982,3.3326e-10,1.1575e-12,1.8519e-09,3.9298000000000004e-19,3.8239e-31,5.2948e-18,4.375e-20,5.3414e-18,1.5132e-31,1.6134e-44,8.508399999999999e-52,0.013071,7.675399999999999e-22,9.7486e-13,5.594e-16,2.0214e-93,0.98303,1.3142000000000001e-33,1.9729999999999998e-58,2.5574e-13,6.0789000000000005e-24,3.8691e-43,2.7432999999999998e-36,6.286e-37,1.8953e-13,4.9453e-26,3.8186000000000004e-24,1.767e-26,3.1233e-37,9.179e-60,1.1792000000000001e-29,1.0922e-63,5.992399999999999e-53,6.320699999999999e-65,5.2370999999999994e-52,9.73e-49,4.1775e-41,2.9511000000000002e-30,9.5207e-59,2.1024999999999997e-53,1.7002000000000001e-71,6.4846e-69,6.2964e-117,1.6483999999999998e-66,8.208e-67,1.4486e-75,3.1876e-61,3.988399999999999e-40,2.0256e-68,2.4494e-63,9.9648e-49,9.559e-42,3.0178e-94,1.5230000000000001e-68,9.2861e-104,8.331200000000001e-29,1.2624e-59,1.5230000000000001e-68,3.6913e-94,6.7819e-74,1.3536e-88,2.2815e-51,84,405.99,8.20117,195630000.0,1542680.0,0,0,,0.8201169999999999
86,410.0,1.0,0.0038982,3.3326e-10,1.1575e-12,1.8519e-09,3.9298000000000004e-19,3.8239e-31,5.2948e-18,4.375e-20,5.3414e-18,1.5132e-31,1.6134e-44,8.508399999999999e-52,0.013071,7.675399999999999e-22,9.7486e-13,5.594e-16,2.0214e-93,0.98303,1.3142000000000001e-33,1.9729999999999998e-58,2.5574e-13,6.0789000000000005e-24,3.8691e-43,2.7432999999999998e-36,6.286e-37,1.8953e-13,4.9453e-26,3.8186000000000004e-24,1.767e-26,3.1233e-37,9.179e-60,1.1792000000000001e-29,1.0922e-63,5.992399999999999e-53,6.320699999999999e-65,5.2370999999999994e-52,9.73e-49,4.1775e-41,2.9511000000000002e-30,9.5207e-59,2.1024999999999997e-53,1.7002000000000001e-71,6.4846e-69,6.2964e-117,1.6483999999999998e-66,8.208e-67,1.4486e-75,3.1876e-61,3.988399999999999e-40,2.0256e-68,2.4494e-63,9.9648e-49,9.559e-42,3.0178e-94,1.5230000000000001e-68,9.2861e-104,8.331200000000001e-29,1.2624e-59,1.5230000000000001e-68,3.6913e-94,6.7819e-74,1.3536e-88,2.2815e-51,85,409.753,6.57933,197180000.0,1556970.0,0,0,,0.657933
87,410.0,0.3,0.012994,1.1108e-09,3.8585e-12,6.1731e-09,1.31e-18,1.2746e-30,1.7649e-17,1.4583000000000002e-19,1.7805e-17,5.0441e-31,5.378e-44,2.8361e-51,0.04357,2.5584999999999998e-21,3.2496e-12,1.8647e-15,6.7379e-93,0.94344,2.3505e-33,3.5289999999999995e-58,4.5741e-13,2.0263e-23,1.2897e-42,9.1443e-36,2.0953e-36,6.3178e-13,1.6484e-25,1.2729e-23,5.889999999999999e-26,1.0410999999999999e-36,3.0596e-59,3.9306000000000003e-29,3.6406000000000003e-63,1.9975e-52,2.1069e-64,1.7457e-51,3.2434e-48,1.3924999999999998e-40,9.837e-30,3.1735999999999997e-58,7.0081999999999995e-53,5.6673e-71,2.1615e-68,2.0988e-116,5.494799999999999e-66,2.7359999999999995e-66,4.8287000000000005e-75,1.0624999999999999e-60,1.3295e-39,6.7519e-68,8.1648e-63,3.3216e-48,3.1864000000000003e-41,1.0058999999999999e-93,5.0768000000000005e-68,3.0954e-103,2.7771e-28,4.2082e-59,5.0768000000000005e-68,1.2303999999999998e-93,2.2606e-73,4.5117999999999996e-88,7.6049e-51,86,412.809,5.27823,198743000.0,1568590.0,0,0,,0.527823
88,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,87,415.106,4.23442,200316000.0,1577320.0,0,0,,0.423442
89,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,88,416.667,3.39704,201896000.0,1583250.0,0,0,,0.339704
90,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,89,417.613,2.72525,203481000.0,1586840.0,0,0,,0.272525
91,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,90,417.92,2.18632,205069000.0,1588010.0,0,0,,0.21863199999999997
92,420.0,0.1,0.065676,7.2719e-09,3.3072e-11,4.3416e-08,1.564e-17,2.6026e-29,2.1952e-16,2.0348e-18,2.2166e-16,1.2405000000000001e-29,2.8664e-42,2.0554e-49,0.22753,3.2417e-20,2.9162e-11,2.0503e-14,4.6583999999999995e-90,0.7068,2.8108e-32,1.4438000000000002e-56,1.5765e-12,3.0999e-22,4.9088e-41,2.7958000000000003e-34,6.6544e-35,6.438e-12,2.9731000000000003e-24,2.1811e-22,1.1741e-24,3.3202e-35,3.3844e-57,1.0104000000000001e-27,5.6717e-61,1.7544e-50,3.7038000000000002e-62,1.27e-49,2.1761e-46,6.2432e-39,2.6177999999999998e-28,3.0464e-56,5.4387e-51,1.3224000000000001e-68,4.4751e-66,5.396899999999999e-113,1.0211e-63,4.1934e-64,1.3959e-72,1.4366e-58,6.0048e-38,1.3098e-65,1.3068e-60,2.4437999999999997e-46,1.6795e-39,8.3089e-91,1.0066e-65,3.8124e-100,6.8977e-27,5.7238e-57,1.0066e-65,9.3115e-91,5.779600000000001e-71,2.1543e-85,6.2321e-49,91,417.495,1.75396,206656000.0,1586390.0,0,0,,0.175396
93,420.0,0.1,0.065676,7.2719e-09,3.3072e-11,4.3416e-08,1.564e-17,2.6026e-29,2.1952e-16,2.0348e-18,2.2166e-16,1.2405000000000001e-29,2.8664e-42,2.0554e-49,0.22753,3.2417e-20,2.9162e-11,2.0503e-14,4.6583999999999995e-90,0.7068,2.8108e-32,1.4438000000000002e-56,1.5765e-12,3.0999e-22,4.9088e-41,2.7958000000000003e-34,6.6544e-35,6.438e-12,2.9731000000000003e-24,2.1811e-22,1.1741e-24,3.3202e-35,3.3844e-57,1.0104000000000001e-27,5.6717e-61,1.7544e-50,3.7038000000000002e-62,1.27e-49,2.1761e-46,6.2432e-39,2.6177999999999998e-28,3.0464e-56,5.4387e-51,1.3224000000000001e-68,4.4751e-66,5.396899999999999e-113,1.0211e-63,4.1934e-64,1.3959e-72,1.4366e-58,6.0048e-38,1.3098e-65,1.3068e-60,2.4437999999999997e-46,1.6795e-39,8.3089e-91,1.0066e-65,3.8124e-100,6.8977e-27,5.7238e-57,1.0066e-65,9.3115e-91,5.779600000000001e-71,2.1543e-85,6.2321e-49,92,416.472,1.4071,208240000.0,1582500.0,0,0,,0.14071
94,410.0,0.1,0.038982,3.3326e-09,1.1575e-11,1.8519e-08,3.9298e-18,3.8239e-30,5.2948e-17,4.375000000000001e-19,5.3414e-17,1.5132e-30,1.6133999999999999e-43,8.5084e-51,0.13071,7.675399999999999e-21,9.7486e-12,5.594e-15,2.0214e-92,0.83031,3.8193e-33,5.7342e-58,7.4324e-13,6.0789e-23,3.8691e-42,2.7433000000000003e-35,6.285999999999999e-36,1.8953e-12,4.945300000000001e-25,3.8186e-23,1.767e-25,3.1233e-36,9.178999999999999e-59,1.1792e-28,1.0922e-62,5.9923999999999995e-52,6.3207e-64,5.2371e-51,9.73e-48,4.1774999999999995e-40,2.9511e-29,9.5207e-58,2.1024999999999996e-52,1.7002000000000002e-70,6.4846e-68,6.2964e-116,1.6483999999999998e-65,8.207999999999999e-66,1.4486e-74,3.1876e-60,3.9884e-39,2.0255999999999998e-67,2.4494e-62,9.9648e-48,9.559e-41,3.0177999999999996e-93,1.5229999999999998e-67,9.2861e-103,8.3312e-28,1.2623999999999999e-58,1.5229999999999998e-67,3.6912999999999997e-93,6.7819e-73,1.3535999999999999e-87,2.2815e-50,93,414.96,1.12884,209820000.0,1576760.0,0,0,,0.112884
95,410.0,0.1,0.038982,3.3326e-09,1.1575e-11,1.8519e-08,3.9298e-18,3.8239e-30,5.2948e-17,4.375000000000001e-19,5.3414e-17,1.5132e-30,1.6133999999999999e-43,8.5084e-51,0.13071,7.675399999999999e-21,9.7486e-12,5.594e-15,2.0214e-92,0.83031,3.8193e-33,5.7342e-58,7.4324e-13,6.0789e-23,3.8691e-42,2.7433000000000003e-35,6.285999999999999e-36,1.8953e-12,4.945300000000001e-25,3.8186e-23,1.767e-25,3.1233e-36,9.178999999999999e-59,1.1792e-28,1.0922e-62,5.9923999999999995e-52,6.3207e-64,5.2371e-51,9.73e-48,4.1774999999999995e-40,2.9511e-29,9.5207e-58,2.1024999999999996e-52,1.7002000000000002e-70,6.4846e-68,6.2964e-116,1.6483999999999998e-65,8.207999999999999e-66,1.4486e-74,3.1876e-60,3.9884e-39,2.0255999999999998e-67,2.4494e-62,9.9648e-48,9.559e-41,3.0177999999999996e-93,1.5229999999999998e-67,9.2861e-103,8.3312e-28,1.2623999999999999e-58,1.5229999999999998e-67,3.6912999999999997e-93,6.7819e-73,1.3535999999999999e-87,2.2815e-50,94,413.043,0.905603,211393000.0,1569480.0,0,0,,0.0905603
96,410.0,0.1,0.038982,3.3326e-09,1.1575e-11,1.8519e-08,3.9298e-18,3.8239e-30,5.2948e-17,4.375000000000001e-19,5.3414e-17,1.5132e-30,1.6133999999999999e-43,8.5084e-51,0.13071,7.675399999999999e-21,9.7486e-12,5.594e-15,2.0214e-92,0.83031,3.8193e-33,5.7342e-58,7.4324e-13,6.0789e-23,3.8691e-42,2.7433000000000003e-35,6.285999999999999e-36,1.8953e-12,4.945300000000001e-25,3.8186e-23,1.767e-25,3.1233e-36,9.178999999999999e-59,1.1792e-28,1.0922e-62,5.9923999999999995e-52,6.3207e-64,5.2371e-51,9.73e-48,4.1774999999999995e-40,2.9511e-29,9.5207e-58,2.1024999999999996e-52,1.7002000000000002e-70,6.4846e-68,6.2964e-116,1.6483999999999998e-65,8.207999999999999e-66,1.4486e-74,3.1876e-60,3.9884e-39,2.0255999999999998e-67,2.4494e-62,9.9648e-48,9.559e-41,3.0177999999999996e-93,1.5229999999999998e-67,9.2861e-103,8.3312e-28,1.2623999999999999e-58,1.5229999999999998e-67,3.6912999999999997e-93,6.7819e-73,1.3535999999999999e-87,2.2815e-50,95,410.905,0.726514,212958000.0,1561350.0,0,0,,0.07265139999999999
97,410.0,0.03,0.12994,1.1108e-08,3.8585e-11,6.1731e-08,1.31e-17,1.2746e-29,1.7649e-16,1.4583e-18,1.7805e-16,5.0441000000000005e-30,5.378e-43,2.8360999999999996e-50,0.4357,2.5585e-20,3.2496e-11,1.8647e-14,6.7379e-92,0.43436,5.0435e-33,7.572099999999999e-58,9.8146e-13,2.0263e-22,1.2897000000000002e-41,9.144300000000001e-35,2.0953e-35,6.3178e-12,1.6484000000000001e-24,1.2729e-22,5.890000000000001e-25,1.0411e-35,3.0595999999999998e-58,3.9305999999999997e-28,3.6406e-62,1.9975e-51,2.1069e-63,1.7457e-50,3.2434e-47,1.3925e-39,9.837e-29,3.1736e-57,7.008199999999999e-52,5.6673000000000003e-70,2.1614999999999998e-67,2.0988e-115,5.4947999999999996e-65,2.7359999999999997e-65,4.8287e-74,1.0625e-59,1.3295e-38,6.7519e-67,8.164800000000001e-62,3.3216000000000002e-47,3.1864e-40,1.0059e-92,5.0768e-67,3.0953999999999995e-102,2.7771e-27,4.2081999999999996e-58,5.0768e-67,1.2304e-92,2.2606e-72,4.5117999999999995e-87,7.6049e-50,96,408.787,0.582841,214516000.0,1553300.0,0,0,,0.058284100000000005
98,410.0,0.03,0.12994,1.1108e-08,3.8585e-11,6.1731e-08,1.31e-17,1.2746e-29,1.7649e-16,1.4583e-18,1.7805e-16,5.0441000000000005e-30,5.378e-43,2.8360999999999996e-50,0.4357,2.5585e-20,3.2496e-11,1.8647e-14,6.7379e-92,0.43436,5.0435e-33,7.572099999999999e-58,9.8146e-13,2.0263e-22,1.2897000000000002e-41,9.144300000000001e-35,2.0953e-35,6.3178e-12,1.6484000000000001e-24,1.2729e-22,5.890000000000001e-25,1.0411e-35,3.0595999999999998e-58,3.9305999999999997e-28,3.6406e-62,1.9975e-51,2.1069e-63,1.7457e-50,3.2434e-47,1.3925e-39,9.837e-29,3.1736e-57,7.008199999999999e-52,5.6673000000000003e-70,2.1614999999999998e-67,2.0988e-115,5.4947999999999996e-65,2.7359999999999997e-65,4.8287e-74,1.0625e-59,1.3295e-38,6.7519e-67,8.164800000000001e-62,3.3216000000000002e-47,3.1864e-40,1.0059e-92,5.0768e-67,3.0953999999999995e-102,2.7771e-27,4.2081999999999996e-58,5.0768e-67,1.2304e-92,2.2606e-72,4.5117999999999995e-87,7.6049e-50,97,406.787,0.467581,216065000.0,1545700.0,0,0,,0.046758100000000004
99,400.0,0.03,0.075076,4.8968e-09,1.2808e-11,2.5202e-08,3.0685e-18,1.7025000000000002e-30,3.9587e-17,2.8992e-19,3.99e-17,5.5375e-31,2.62e-44,1.0014e-51,0.24333,5.626899999999999e-21,1.0283e-11,4.7677e-15,2.229e-94,0.68159,7.1375e-34,2.9473999999999997e-59,5.1238e-13,3.6564e-23,8.9484e-43,7.9842e-36,1.7586e-36,1.7484e-12,2.5071e-25,2.0429e-23,8.061799999999999e-26,8.7066e-37,6.925e-60,4.1176e-29,5.7486000000000005e-64,5.7578e-53,2.9284e-65,6.132799999999999e-52,1.2401000000000001e-48,8.131700000000001e-41,9.932200000000001e-30,8.337199999999999e-59,2.3012e-53,5.8589e-72,2.5334e-69,1.7474999999999999e-118,7.2176e-67,4.3983999999999997e-67,3.9854e-76,1.948e-61,7.71e-40,8.4746e-69,1.2529e-63,1.1528e-48,1.5693e-41,2.7574e-95,6.2272e-69,5.5811e-105,3.0141e-28,7.6626e-60,6.2272e-69,3.6962e-95,2.1225e-74,2.1991e-89,2.3582e-51,98,404.818,0.375113,217607000.0,1538220.0,0,0,,0.0375113
100,400.0,0.03,0.075076,4.8968e-09,1.2808e-11,2.5202e-08,3.0685e-18,1.7025000000000002e-30,3.9587e-17,2.8992e-19,3.99e-17,5.5375e-31,2.62e-44,1.0014e-51,0.24333,5.626899999999999e-21,1.0283e-11,4.7677e-15,2.229e-94,0.68159,7.1375e-34,2.9473999999999997e-59,5.1238e-13,3.6564e-23,8.9484e-43,7.9842e-36,1.7586e-36,1.7484e-12,2.5071e-25,2.0429e-23,8.061799999999999e-26,8.7066e-37,6.925e-60,4.1176e-29,5.7486000000000005e-64,5.7578e-53,2.9284e-65,6.132799999999999e-52,1.2401000000000001e-48,8.131700000000001e-41,9.932200000000001e-30,8.337199999999999e-59,2.3012e-53,5.8589e-72,2.5334e-69,1.7474999999999999e-118,7.2176e-67,4.3983999999999997e-67,3.9854e-76,1.948e-61,7.71e-40,8.4746e-69,1.2529e-63,1.1528e-48,1.5693e-41,2.7574e-95,6.2272e-69,5.5811e-105,3.0141e-28,7.6626e-60,6.2272e-69,3.6962e-95,2.1225e-74,2.1991e-89,2.3582e-51,99,402.618,0.300932,219141000.0,1529870.0,0,0,,0.030093199999999997
101,400.0,0.03,0.075076,4.8968e-09,1.2808e-11,2.5202e-08,3.0685e-18,1.7025000000000002e-30,3.9587e-17,2.8992e-19,3.99e-17,5.5375e-31,2.62e-44,1.0014e-51,0.24333,5.626899999999999e-21,1.0283e-11,4.7677e-15,2.229e-94,0.68159,7.1375e-34,2.9473999999999997e-59,5.1238e-13,3.6564e-23,8.9484e-43,7.9842e-36,1.7586e-36,1.7484e-12,2.5071e-25,2.0429e-23,8.061799999999999e-26,8.7066e-37,6.925e-60,4.1176e-29,5.7486000000000005e-64,5.7578e-53,2.9284e-65,6.132799999999999e-52,1.2401000000000001e-48,8.131700000000001e-41,9.932200000000001e-30,8.337199999999999e-59,2.3012e-53,5.8589e-72,2.5334e-69,1.7474999999999999e-118,7.2176e-67,4.3983999999999997e-67,3.9854e-76,1.948e-61,7.71e-40,8.4746e-69,1.2529e-63,1.1528e-48,1.5693e-41,2.7574e-95,6.2272e-69,5.5811e-105,3.0141e-28,7.6626e-60,6.2272e-69,3.6962e-95,2.1225e-74,2.1991e-89,2.3582e-51,100,399.856,0.241421,220666000.0,1519370.0,0,0,,0.0241421
102,400.0,0.01,0.22523,1.469e-08,3.8423e-11,7.5606e-08,9.2056e-18,5.1074000000000004e-30,1.1876e-16,8.6976e-19,1.197e-16,1.6612e-30,7.8601e-44,3.0043e-51,0.73,1.6881e-20,3.085e-11,1.4303e-14,6.6869e-94,0.044771,3.1684000000000002e-34,1.3084e-59,2.2745e-13,1.0968999999999999e-22,2.6845e-42,2.3952000000000002e-35,5.2757999999999995e-36,5.2451e-12,7.521300000000001e-25,6.1287e-23,2.4185e-25,2.612e-36,2.0774999999999997e-59,1.2352999999999998e-28,1.7246e-63,1.7273999999999998e-52,8.785199999999999e-65,1.8398e-51,3.7203e-48,2.4395e-40,2.9797e-29,2.5012e-58,6.903499999999999e-53,1.7577e-71,7.6002e-69,5.2424e-118,2.1652999999999998e-66,1.3194999999999998e-66,1.1956e-75,5.8438e-61,2.313e-39,2.5424e-68,3.7586000000000003e-63,3.4584e-48,4.707800000000001e-41,8.2724e-95,1.8681e-68,1.6743e-104,9.042399999999999e-28,2.2988e-59,1.8681e-68,1.1088e-94,6.3676e-74,6.5972e-89,7.074499999999999e-51,101,396.136,0.193678,222178000.0,1505230.0,0,0,,0.0193678
103,390.0,0.01,0.12642,6.2108e-09,1.2046e-11,2.9443e-08,1.9996e-18,6.1561e-31,2.4633e-17,1.5892000000000001e-19,2.4808e-17,1.6282000000000001e-31,3.2779000000000005e-45,8.9386e-53,0.39549,3.4289999999999996e-21,9.2028e-12,3.4101e-15,1.6516999999999999e-96,0.47809,1.0457e-34,1.1124e-60,2.958e-13,1.8098e-23,1.6236999999999998e-43,1.8444e-36,3.8987e-37,1.358e-12,1.0388000000000002e-25,8.956800000000001e-24,2.9887e-26,1.9244e-37,3.8697e-61,1.1521e-29,2.1991e-65,4.1477000000000004e-54,9.789499999999999e-67,5.4391e-53,1.2018e-49,1.2304e-41,2.672e-30,5.45e-60,1.9013000000000002e-54,1.4368e-73,7.0883e-71,3.0352000000000003e-121,2.2777e-68,1.716e-68,7.711500000000001e-78,8.7232e-63,1.1590999999999999e-40,2.5486e-70,4.649299999999999e-65,1.009e-49,1.9841e-42,1.6748e-97,1.8278e-70,2.1834e-107,8.7472e-29,3.405e-61,1.8278e-70,2.4708e-97,4.7023e-76,2.446e-91,1.8346e-52,102,390.842,0.155377,223673000.0,1485120.0,0,0,,0.0155377
104,380.0,0.01,0.068778,2.5101e-09,3.5511e-12,1.0898e-08,4.0037e-19,6.6424e-32,4.6955e-18,2.6508000000000002e-20,4.7254e-18,1.412e-32,1.1558999999999998e-46,2.2110000000000002e-54,0.20736,6.392499999999999e-22,2.576e-12,7.5392e-16,2.9767e-99,0.72386,1.1516000000000001e-35,2.9407e-62,1.3783e-13,2.7112e-24,8.4686e-45,1.2403e-37,2.5116e-38,3.2721e-13,1.293e-26,1.1831e-24,3.3076e-27,1.2367e-38,5.8414e-63,9.4786e-31,2.2267e-67,8.1778e-56,8.594200000000001e-69,1.3349e-54,3.2369e-51,5.2988e-43,2.1084e-31,9.7049e-62,4.3314e-56,9.1166e-76,5.1666e-73,1.1873999999999999e-124,1.8854000000000002e-70,1.7752e-70,3.8117e-80,1.0432e-64,4.9619e-42,2.0043999999999998e-72,4.5578e-67,2.441e-51,7.068099999999999e-44,2.4451e-100,1.4010999999999999e-72,2.0073e-110,7.4732e-30,4.0363e-63,1.4010999999999999e-72,3.9885e-100,2.6799e-78,6.751e-94,3.9234000000000003e-54,103,382.989,0.12465,225144000.0,1455280.0,0,0,,0.012465
105,360.0,0.01,0.01835,3.5289e-10,2.5127e-13,1.2603e-09,1.224e-20,5.3472e-34,1.2876000000000002e-19,5.4444e-22,1.2941000000000002e-19,7.0641e-35,8.2213999999999995e-50,7.3102e-58,0.051109,1.6688e-23,1.6326e-13,2.8652e-17,3.3813e-105,0.93054,6.9913e-38,8.126899999999999e-66,1.8984e-14,4.4107e-26,1.4061e-47,3.5706999999999996e-40,6.597500000000001e-41,1.4952e-14,1.4164e-28,1.4733e-26,2.805e-29,3.2379e-41,6.605e-67,4.2264e-33,1.0584e-71,1.6481999999999999e-59,2.9916e-73,4.3230999999999995e-58,1.2806e-54,5.8034e-46,8.5741e-34,1.5702e-65,1.1939999999999999e-59,1.5775e-80,1.2072e-77,4.92e-132,5.8116e-75,8.8615e-75,3.8361e-85,7.1242e-69,5.3798e-45,5.5218e-77,2.0170000000000003e-71,7.649900000000001e-55,5.1214e-47,1.752e-106,3.650900000000001e-77,5.2894999999999995e-117,3.6056e-32,2.6989999999999997e-67,3.650900000000001e-77,3.5492e-106,3.6702000000000004e-83,1.9225e-99,9.4367e-58,104,363.735,0.1,226562000.0,1382120.0,0,0,,0.01
