,T/K,P/MPa,H2O(g),H2(g),H2S(g),HCl(g),HF(g),H(g),HCOOH(g;cis),HCOOH(g;trans),HCOOH(g),OH(g),O2(g),O(g),CO2(g),CH4(g),CO(g),COS(g),C(g),N2(g),NO(g),N(g),NH3(g),NaCl(g),Na(g),NaOH(g),KOH(g),SO2(g),SH(g),S2(g),SO(g),S(g),Fe(g),Fe(OH)2(g),FeO(g),FeOH(g),FeO2(g),Ni(g),NiS(g),NiOH(g),Ni(OH)2(g),Mn(g),MnH(g),SiO(g),SiO2(g),Si(g),PO(g),Mg(g),MgO(g),MgOH(g),Mg(OH)2(g),MgS(g),CrO2(g),Cr(OH)2(g),Cr(OH)3(g),AlO(g),AlOH(g),Al(g),Al(OH)3(g),Al(OH)2(g),AlOH(g).1,CaO(g),CaOH(g),Ca(g),Ca(OH)2(g),layer,temp.[K],press.[10^-6bar],altitude[cm],height.of.layer[cm],"conv.unstable?[1:yes,0:no]","conv.lapse-rate?[1:yes,0:no]",pl.eff.temp.[K],press.[MPa],altitude[km]
64,360.0,100.0,1.835e-06,3.5289e-14,2.5127e-17,1.2603e-13,1.224e-24,5.347199999999999e-38,1.2876e-23,5.4444e-26,1.2941e-23,7.0641e-39,8.2214e-54,7.3102e-62,5.1109e-06,1.6688e-27,1.6326e-17,2.8651999999999997e-21,3.3813e-109,0.99999,7.2474999999999995e-40,8.4247e-68,1.968e-16,4.4107000000000005e-30,1.4061e-51,3.5706999999999996e-44,6.5975e-45,1.4952e-18,1.4164e-32,1.4733e-30,2.8050000000000002e-33,3.2379e-45,6.605000000000001e-71,4.2264e-37,1.0584000000000001e-75,1.6482e-63,2.9916000000000003e-77,4.3231000000000005e-62,1.2805999999999999e-58,5.803399999999999e-50,8.5741e-38,1.5702e-69,1.1940000000000001e-63,1.5775e-84,1.2072e-81,4.92e-136,5.811599999999999e-79,8.861499999999999e-79,3.8361e-89,7.1242e-73,5.3798e-49,5.5218e-81,2.017e-75,7.649899999999999e-59,5.1214e-51,1.7519999999999998e-110,3.6509e-81,5.289500000000001e-121,3.6056e-36,2.699e-71,3.6509e-81,3.5492e-110,3.6701999999999995e-87,1.9225e-103,9.4367e-62,63,362.505,838.388,623320000.0,5483700.0,0,0,,83.8388,6233.2
65,360.0,100.0,1.835e-06,3.5289e-14,2.5127e-17,1.2603e-13,1.224e-24,5.347199999999999e-38,1.2876e-23,5.4444e-26,1.2941e-23,7.0641e-39,8.2214e-54,7.3102e-62,5.1109e-06,1.6688e-27,1.6326e-17,2.8651999999999997e-21,3.3813e-109,0.99999,7.2474999999999995e-40,8.4247e-68,1.968e-16,4.4107000000000005e-30,1.4061e-51,3.5706999999999996e-44,6.5975e-45,1.4952e-18,1.4164e-32,1.4733e-30,2.8050000000000002e-33,3.2379e-45,6.605000000000001e-71,4.2264e-37,1.0584000000000001e-75,1.6482e-63,2.9916000000000003e-77,4.3231000000000005e-62,1.2805999999999999e-58,5.803399999999999e-50,8.5741e-38,1.5702e-69,1.1940000000000001e-63,1.5775e-84,1.2072e-81,4.92e-136,5.811599999999999e-79,8.861499999999999e-79,3.8361e-89,7.1242e-73,5.3798e-49,5.5218e-81,2.017e-75,7.649899999999999e-59,5.1214e-51,1.7519999999999998e-110,3.6509e-81,5.289500000000001e-121,3.6056e-36,2.699e-71,3.6509e-81,3.5492e-110,3.6701999999999995e-87,1.9225e-103,9.4367e-62,64,356.487,672.591,628758000.0,5392670.0,0,0,,67.2591,6287.58
66,350.0,30.0,2.9822e-06,4.0571e-14,1.987e-17,1.3003e-13,6.1354e-25,1.3022e-38,6.0759e-24,2.1961e-26,6.1031e-24,1.3273e-39,5.3542000000000005e-55,3.1449e-63,7.9595e-06,7.662799999999999e-28,1.2174e-17,1.6182e-21,6.6901e-112,0.99999,7.736700000000001e-41,1.6827e-69,1.1417e-16,1.5678e-30,1.4504999999999999e-52,4.9664000000000004e-45,8.7367e-46,9.323100000000002e-19,4.0738000000000005e-33,4.5411e-31,7.016e-34,4.2845e-46,1.5843999999999998e-72,7.4559e-38,1.585e-77,5.4095e-65,3.7784e-79,1.8355e-63,6.0564e-60,4.7745e-51,1.4377e-38,4.5754e-71,4.6448e-65,1.3665e-86,1.2308e-83,1.6121e-139,6.892e-81,1.3644999999999999e-80,2.4747e-91,1.3001e-74,4.4082e-50,6.155e-83,2.9034000000000004e-77,3.1874e-60,3.3627999999999996e-52,2.6931e-113,3.9486e-83,4.7277e-124,6.6285e-37,4.864e-73,3.9486e-83,6.132799999999999e-113,2.7983e-89,6.25e-106,3.4106e-63,65,351.05,539.582,634110000.0,5310410.0,0,0,,53.9582,6341.1
67,350.0,30.0,2.9822e-06,4.0571e-14,1.987e-17,1.3003e-13,6.1354e-25,1.3022e-38,6.0759e-24,2.1961e-26,6.1031e-24,1.3273e-39,5.3542000000000005e-55,3.1449e-63,7.9595e-06,7.662799999999999e-28,1.2174e-17,1.6182e-21,6.6901e-112,0.99999,7.736700000000001e-41,1.6827e-69,1.1417e-16,1.5678e-30,1.4504999999999999e-52,4.9664000000000004e-45,8.7367e-46,9.323100000000002e-19,4.0738000000000005e-33,4.5411e-31,7.016e-34,4.2845e-46,1.5843999999999998e-72,7.4559e-38,1.585e-77,5.4095e-65,3.7784e-79,1.8355e-63,6.0564e-60,4.7745e-51,1.4377e-38,4.5754e-71,4.6448e-65,1.3665e-86,1.2308e-83,1.6121e-139,6.892e-81,1.3644999999999999e-80,2.4747e-91,1.3001e-74,4.4082e-50,6.155e-83,2.9034000000000004e-77,3.1874e-60,3.3627999999999996e-52,2.6931e-113,3.9486e-83,4.7277e-124,6.6285e-37,4.864e-73,3.9486e-83,6.132799999999999e-113,2.7983e-89,6.25e-106,3.4106e-63,66,346.181,432.876,639383000.0,5236770.0,0,0,,43.2876,6393.83
68,340.0,30.0,1.3929e-06,1.315e-14,4.3283e-18,3.7528e-14,8.2468e-26,8.162899999999999e-40,7.652400000000001e-25,2.3427000000000002e-27,7.6827e-25,6.318300000000001e-41,8.297000000000001e-57,3.1443e-65,3.5545e-06,9.3719e-29,2.4942e-18,2.4699e-22,2.5676000000000003e-115,1.0,3.8274000000000003e-42,1.4123e-71,3.3865e-17,1.4632e-31,3.6573000000000004e-54,1.7182999999999999e-46,2.871e-47,1.5791000000000002e-19,3.0441e-34,3.6502e-32,4.5198000000000004e-35,1.4077e-47,8.5237e-75,3.3188e-39,5.1758e-80,4.0554e-67,1.0293e-81,1.8070999999999998e-65,6.6807e-62,9.471e-53,6.0612999999999994e-40,3.0246e-73,4.1678e-67,2.5014e-89,2.6770000000000002e-86,9.212599999999999e-144,1.7599000000000002e-83,4.5922e-83,3.3141e-94,5.2376e-77,8.716699999999999e-52,1.471e-85,9.0854e-80,3.0738000000000002e-62,5.249e-54,7.8982e-117,9.1399e-86,7.8134e-128,3.0784999999999997e-38,1.9319000000000002e-75,9.1399e-86,2.0351e-116,4.472e-92,4.051e-109,2.8324999999999998e-65,67,341.603,347.272,644585000.0,5167510.0,0,0,,34.7272,6445.85
69,340.0,30.0,1.3929e-06,1.315e-14,4.3283e-18,3.7528e-14,8.2468e-26,8.162899999999999e-40,7.652400000000001e-25,2.3427000000000002e-27,7.6827e-25,6.318300000000001e-41,8.297000000000001e-57,3.1443e-65,3.5545e-06,9.3719e-29,2.4942e-18,2.4699e-22,2.5676000000000003e-115,1.0,3.8274000000000003e-42,1.4123e-71,3.3865e-17,1.4632e-31,3.6573000000000004e-54,1.7182999999999999e-46,2.871e-47,1.5791000000000002e-19,3.0441e-34,3.6502e-32,4.5198000000000004e-35,1.4077e-47,8.5237e-75,3.3188e-39,5.1758e-80,4.0554e-67,1.0293e-81,1.8070999999999998e-65,6.6807e-62,9.471e-53,6.0612999999999994e-40,3.0246e-73,4.1678e-67,2.5014e-89,2.6770000000000002e-86,9.212599999999999e-144,1.7599000000000002e-83,4.5922e-83,3.3141e-94,5.2376e-77,8.716699999999999e-52,1.471e-85,9.0854e-80,3.0738000000000002e-62,5.249e-54,7.8982e-117,9.1399e-86,7.8134e-128,3.0784999999999997e-38,1.9319000000000002e-75,9.1399e-86,2.0351e-116,4.472e-92,4.051e-109,2.8324999999999998e-65,68,337.7,278.597,649723000.0,5108470.0,0,0,,27.859699999999997,6497.23
70,340.0,30.0,1.3929e-06,1.315e-14,4.3283e-18,3.7528e-14,8.2468e-26,8.162899999999999e-40,7.652400000000001e-25,2.3427000000000002e-27,7.6827e-25,6.318300000000001e-41,8.297000000000001e-57,3.1443e-65,3.5545e-06,9.3719e-29,2.4942e-18,2.4699e-22,2.5676000000000003e-115,1.0,3.8274000000000003e-42,1.4123e-71,3.3865e-17,1.4632e-31,3.6573000000000004e-54,1.7182999999999999e-46,2.871e-47,1.5791000000000002e-19,3.0441e-34,3.6502e-32,4.5198000000000004e-35,1.4077e-47,8.5237e-75,3.3188e-39,5.1758e-80,4.0554e-67,1.0293e-81,1.8070999999999998e-65,6.6807e-62,9.471e-53,6.0612999999999994e-40,3.0246e-73,4.1678e-67,2.5014e-89,2.6770000000000002e-86,9.212599999999999e-144,1.7599000000000002e-83,4.5922e-83,3.3141e-94,5.2376e-77,8.716699999999999e-52,1.471e-85,9.0854e-80,3.0738000000000002e-62,5.249e-54,7.8982e-117,9.1399e-86,7.8134e-128,3.0784999999999997e-38,1.9319000000000002e-75,9.1399e-86,2.0351e-116,4.472e-92,4.051e-109,2.8324999999999998e-65,69,335.023,223.502,654811000.0,5067970.0,0,0,,22.3502,6548.11
71,330.0,10.0,1.8624e-06,1.1949e-14,2.5771e-18,3.011e-14,2.9428999999999997e-26,1.2990999999999998e-40,2.5452000000000002e-25,6.5339999999999995e-28,2.5541000000000004e-25,7.5041e-42,2.9958e-58,7.1387e-67,4.533e-06,3.02e-29,1.3928e-18,1.0091e-22,1.8372e-118,0.99999,2.7332e-43,1.5378e-73,1.6138e-17,3.5427e-32,2.2122e-55,1.4539e-47,2.3011e-48,7.200000000000001e-20,5.833000000000001e-35,7.5543e-33,7.396e-36,1.1289e-48,1.0016e-76,3.6693999999999995e-40,3.5801e-82,6.775e-69,5.868900000000001e-84,4.0301e-67,1.6799e-63,4.4409e-54,6.3232e-41,4.4216e-75,8.4225e-69,9.372e-92,1.2043999999999999e-88,8.740999999999999e-148,9.390100000000001e-86,3.2822e-85,8.909800000000001e-97,4.5295999999999997e-79,4.0781e-53,7.310099999999999e-88,6.0021e-82,6.7012e-64,1.9069000000000002e-55,4.2412e-120,4.3912e-88,2.2848e-131,3.5558e-39,1.6445e-77,4.3912e-88,1.2452e-119,1.45e-94,5.0439e-112,5.2761e-67,70,332.968,179.303,659864000.0,5036880.0,0,0,,17.9303,6598.64
72,330.0,10.0,1.8624e-06,1.1949e-14,2.5771e-18,3.011e-14,2.9428999999999997e-26,1.2990999999999998e-40,2.5452000000000002e-25,6.5339999999999995e-28,2.5541000000000004e-25,7.5041e-42,2.9958e-58,7.1387e-67,4.533e-06,3.02e-29,1.3928e-18,1.0091e-22,1.8372e-118,0.99999,2.7332e-43,1.5378e-73,1.6138e-17,3.5427e-32,2.2122e-55,1.4539e-47,2.3011e-48,7.200000000000001e-20,5.833000000000001e-35,7.5543e-33,7.396e-36,1.1289e-48,1.0016e-76,3.6693999999999995e-40,3.5801e-82,6.775e-69,5.868900000000001e-84,4.0301e-67,1.6799e-63,4.4409e-54,6.3232e-41,4.4216e-75,8.4225e-69,9.372e-92,1.2043999999999999e-88,8.740999999999999e-148,9.390100000000001e-86,3.2822e-85,8.909800000000001e-97,4.5295999999999997e-79,4.0781e-53,7.310099999999999e-88,6.0021e-82,6.7012e-64,1.9069000000000002e-55,4.2412e-120,4.3912e-88,2.2848e-131,3.5558e-39,1.6445e-77,4.3912e-88,1.2452e-119,1.45e-94,5.0439e-112,5.2761e-67,71,331.877,143.845,664893000.0,5020390.0,0,0,,14.3845,6648.93
73,330.0,10.0,1.8624e-06,1.1949e-14,2.5771e-18,3.011e-14,2.9428999999999997e-26,1.2990999999999998e-40,2.5452000000000002e-25,6.5339999999999995e-28,2.5541000000000004e-25,7.5041e-42,2.9958e-58,7.1387e-67,4.533e-06,3.02e-29,1.3928e-18,1.0091e-22,1.8372e-118,0.99999,2.7332e-43,1.5378e-73,1.6138e-17,3.5427e-32,2.2122e-55,1.4539e-47,2.3011e-48,7.200000000000001e-20,5.833000000000001e-35,7.5543e-33,7.396e-36,1.1289e-48,1.0016e-76,3.6693999999999995e-40,3.5801e-82,6.775e-69,5.868900000000001e-84,4.0301e-67,1.6799e-63,4.4409e-54,6.3232e-41,4.4216e-75,8.4225e-69,9.372e-92,1.2043999999999999e-88,8.740999999999999e-148,9.390100000000001e-86,3.2822e-85,8.909800000000001e-97,4.5295999999999997e-79,4.0781e-53,7.310099999999999e-88,6.0021e-82,6.7012e-64,1.9069000000000002e-55,4.2412e-120,4.3912e-88,2.2848e-131,3.5558e-39,1.6445e-77,4.3912e-88,1.2452e-119,1.45e-94,5.0439e-112,5.2761e-67,72,332.808,115.399,669920000.0,5034460.0,0,0,,11.5399,6699.2
74,340.0,10.0,4.1786e-06,3.945e-14,1.2985e-17,1.1258e-13,2.4740000000000003e-25,2.4489e-39,2.2957000000000002e-24,7.0281e-27,2.3048e-24,1.8954999999999997e-40,2.4891e-56,9.432799999999999e-65,1.0663e-05,2.8116e-28,7.4824e-18,7.4097e-22,7.702700000000001e-115,0.99998,6.6293e-42,2.4462000000000002e-71,5.8656e-17,4.3895e-31,1.0972e-53,5.1548e-46,8.6129e-47,4.7373e-19,9.1323e-34,1.0950000000000001e-31,1.3559e-34,4.2231e-47,2.5571e-74,9.9563e-39,1.5528e-79,1.2165999999999998e-66,3.0878e-81,5.421199999999999e-65,2.0042e-61,2.8413e-52,1.8184e-39,9.0738e-73,1.2503e-66,7.5041e-89,8.0312e-86,2.7638e-143,5.2798000000000004e-83,1.3776e-82,9.9422e-94,1.5713e-76,2.615e-51,4.4129e-85,2.7256e-79,9.221500000000001e-62,1.5747e-53,2.3695e-116,2.742e-85,2.344e-127,9.235399999999999e-38,5.7958e-75,2.742e-85,6.1052e-116,1.3416e-91,1.2153e-108,8.4975e-65,73,335.082,92.5779,674972000.0,5068860.0,0,0,,9.25779,6749.72
75,340.0,10.0,4.1786e-06,3.945e-14,1.2985e-17,1.1258e-13,2.4740000000000003e-25,2.4489e-39,2.2957000000000002e-24,7.0281e-27,2.3048e-24,1.8954999999999997e-40,2.4891e-56,9.432799999999999e-65,1.0663e-05,2.8116e-28,7.4824e-18,7.4097e-22,7.702700000000001e-115,0.99998,6.6293e-42,2.4462000000000002e-71,5.8656e-17,4.3895e-31,1.0972e-53,5.1548e-46,8.6129e-47,4.7373e-19,9.1323e-34,1.0950000000000001e-31,1.3559e-34,4.2231e-47,2.5571e-74,9.9563e-39,1.5528e-79,1.2165999999999998e-66,3.0878e-81,5.421199999999999e-65,2.0042e-61,2.8413e-52,1.8184e-39,9.0738e-73,1.2503e-66,7.5041e-89,8.0312e-86,2.7638e-143,5.2798000000000004e-83,1.3776e-82,9.9422e-94,1.5713e-76,2.615e-51,4.4129e-85,2.7256e-79,9.221500000000001e-62,1.5747e-53,2.3695e-116,2.742e-85,2.344e-127,9.235399999999999e-38,5.7958e-75,2.742e-85,6.1052e-116,1.3416e-91,1.2153e-108,8.4975e-65,74,336.88,74.27,680054000.0,5096060.0,0,0,,7.427,6800.54
76,340.0,3.0,1.3929e-05,1.315e-13,4.3283e-17,3.7528e-13,8.246800000000001e-25,8.1629e-39,7.6524e-24,2.3427e-26,7.6827e-24,6.3183e-40,8.297e-56,3.1443000000000004e-64,3.5545e-05,9.371899999999999e-28,2.4942e-17,2.4699e-21,2.5676e-114,0.99995,1.2103000000000002e-41,4.466e-71,1.0709e-16,1.4632e-30,3.6572999999999996e-53,1.7183e-45,2.8709999999999997e-46,1.5791e-18,3.0441000000000003e-33,3.6502e-31,4.5198e-34,1.4076999999999998e-46,8.5237e-74,3.3188e-38,5.1757999999999997e-79,4.0554e-66,1.0293e-80,1.8071e-64,6.6807e-61,9.470999999999999e-52,6.0613e-39,3.0245999999999996e-72,4.1677999999999995e-66,2.5014e-88,2.677e-85,9.212600000000001e-143,1.7599e-82,4.5922e-82,3.3140999999999997e-93,5.2376e-76,8.7167e-51,1.471e-84,9.085399999999999e-79,3.0738e-61,5.249e-53,7.898200000000001e-116,9.1399e-85,7.8134e-127,3.0785e-37,1.9319e-74,9.1399e-85,2.0351000000000003e-115,4.472e-91,4.051000000000001e-108,2.8325e-64,75,339.766,59.5826,685172000.0,5139710.0,0,0,,5.95826,6851.72
77,340.0,3.0,1.3929e-05,1.315e-13,4.3283e-17,3.7528e-13,8.246800000000001e-25,8.1629e-39,7.6524e-24,2.3427e-26,7.6827e-24,6.3183e-40,8.297e-56,3.1443000000000004e-64,3.5545e-05,9.371899999999999e-28,2.4942e-17,2.4699e-21,2.5676e-114,0.99995,1.2103000000000002e-41,4.466e-71,1.0709e-16,1.4632e-30,3.6572999999999996e-53,1.7183e-45,2.8709999999999997e-46,1.5791e-18,3.0441000000000003e-33,3.6502e-31,4.5198e-34,1.4076999999999998e-46,8.5237e-74,3.3188e-38,5.1757999999999997e-79,4.0554e-66,1.0293e-80,1.8071e-64,6.6807e-61,9.470999999999999e-52,6.0613e-39,3.0245999999999996e-72,4.1677999999999995e-66,2.5014e-88,2.677e-85,9.212600000000001e-143,1.7599e-82,4.5922e-82,3.3140999999999997e-93,5.2376e-76,8.7167e-51,1.471e-84,9.085399999999999e-79,3.0738e-61,5.249e-53,7.898200000000001e-116,9.1399e-85,7.8134e-127,3.0785e-37,1.9319e-74,9.1399e-85,2.0351000000000003e-115,4.472e-91,4.051000000000001e-108,2.8325e-64,76,344.218,47.7998,690345000.0,5207060.0,0,0,,4.77998,6903.45
78,350.0,3.0,2.9822e-05,4.0571e-13,1.987e-16,1.3003e-12,6.1354000000000004e-24,1.3022e-37,6.0759e-23,2.1961e-25,6.1031e-23,1.3272999999999998e-38,5.3542e-54,3.1449e-62,7.9595e-05,7.662800000000001e-27,1.2174e-16,1.6182e-20,6.690099999999999e-111,0.99989,2.4463999999999997e-40,5.3208e-69,3.6103e-16,1.5678e-29,1.4505e-51,4.9664e-44,8.736700000000001e-45,9.3231e-18,4.0738e-32,4.5411000000000004e-30,7.016000000000001e-33,4.2845e-45,1.5844e-71,7.4559e-37,1.585e-76,5.4095e-64,3.7784e-78,1.8355000000000002e-62,6.0564e-59,4.774499999999999e-50,1.4377e-37,4.5754e-70,4.6448000000000005e-64,1.3665e-85,1.2307999999999999e-82,1.6121e-138,6.892e-80,1.3645e-79,2.4747e-90,1.3001e-73,4.4082e-49,6.155e-82,2.9034e-76,3.1874e-59,3.3628e-51,2.6931e-112,3.9486e-82,4.7277e-123,6.6285e-36,4.864e-72,3.9486e-82,6.1328e-112,2.7982999999999997e-88,6.25e-105,3.4106000000000003e-62,77,349.532,38.3471,695593000.0,5287450.0,0,0,,3.8347099999999994,6955.93
79,360.0,3.0,6.1168e-05,1.1763e-12,8.3758e-16,4.2011e-12,4.0801e-23,1.7823999999999998e-36,4.2921e-22,1.8148e-24,4.3137e-22,2.3546999999999998e-37,2.7404999999999997e-52,2.4366999999999998e-60,0.00017036,5.5628e-26,5.4419e-16,9.5506e-20,1.1271e-107,0.99977,4.1839e-39,4.8634999999999995e-67,1.1361e-15,1.4702e-28,4.686899999999999e-50,1.1902e-42,2.1992e-43,4.9838e-17,4.7214e-31,4.9110000000000004e-29,9.3501e-32,1.0792999999999999e-43,2.2017000000000002e-69,1.4088e-35,3.5279e-74,5.494e-62,9.9719e-76,1.441e-60,4.2686000000000004e-57,1.9345e-48,2.8579999999999998e-36,5.2338e-68,3.9801e-62,5.2584e-83,4.0238999999999994e-80,1.64e-134,1.9372e-77,2.9538000000000002e-77,1.2787e-87,2.3748e-71,1.7932e-47,1.8406e-79,6.7235e-74,2.55e-57,1.7072000000000001e-49,5.8401e-109,1.217e-79,1.7632e-119,1.2019e-34,8.9968e-70,1.217e-79,1.1831e-108,1.2234e-85,6.408399999999999e-102,3.1456e-60,78,356.366,30.7637,700932000.0,5390830.0,0,0,,3.07637,7009.32
80,370.0,3.0,0.0001206,3.2209e-12,3.2644e-15,1.2726e-11,2.4472e-22,2.1196000000000001e-35,2.7232999999999997e-21,1.3357e-23,2.7387e-21,3.5761e-36,1.1336e-50,1.4931e-58,0.00034979,3.6204000000000005e-25,2.2437e-15,5.1206e-19,1.2718999999999999e-104,0.99953,6.1362e-38,3.4844e-65,3.3555e-15,1.2197000000000001e-27,1.2544e-48,2.4014000000000004e-41,4.6497e-42,2.4317e-16,4.7943000000000004e-30,4.6695e-28,1.0830000000000001e-30,2.2851e-42,2.3416999999999998e-67,2.2703e-34,5.856999999999999e-72,4.3432e-60,1.9435e-73,8.929499999999999e-59,2.3873e-55,6.4118e-47,4.83e-35,4.6311999999999995e-66,2.679e-60,1.4661999999999998e-80,9.617e-78,1.0136e-130,4.0149e-75,4.7802e-75,4.7104000000000003e-85,3.272e-69,5.971999999999999e-46,4.0424e-77,1.1582e-71,1.6075e-55,6.9982e-48,8.3555e-106,2.7503000000000002e-77,4.2152e-116,1.8608000000000002e-33,1.2535e-67,2.7503000000000002e-77,1.5147e-105,3.8475e-83,4.5141e-99,2.2706e-58,79,365.018,24.68,706388000.0,5521710.0,0,0,,2.468,7063.88
81,370.0,1.0,0.00036179,9.6628e-12,9.7934e-15,3.8178e-11,7.3417e-22,6.3587e-35,8.169799999999999e-21,4.0070999999999997e-23,8.216099999999999e-21,1.0728000000000001e-35,3.4006e-50,4.4792999999999996e-58,0.0010494,1.0861e-24,6.731e-15,1.5362e-18,3.8156e-104,0.99859,1.0623e-37,6.032399999999999e-65,5.8092e-15,3.6591e-27,3.7634e-48,7.204200000000001e-41,1.3949e-41,7.295e-16,1.4383000000000002e-29,1.4008000000000001e-27,3.2491000000000005e-30,6.8553e-42,7.0252e-67,6.8108e-34,1.7571000000000002e-71,1.303e-59,5.8304e-73,2.6787999999999998e-58,7.1619e-55,1.9235e-46,1.449e-34,1.3893999999999998e-65,8.037e-60,4.3988e-80,2.8851000000000004e-77,3.0407000000000004e-130,1.2045e-74,1.4341e-74,1.4131000000000002e-84,9.816e-69,1.7916e-45,1.2127e-76,3.4746000000000003e-71,4.8224e-55,2.0994e-47,2.5067e-105,8.2508e-77,1.2646e-115,5.5825e-33,3.7606e-67,8.2508e-77,4.5441e-105,1.1542e-82,1.3542000000000001e-98,6.8118e-58,80,374.192,19.7993,711979000.0,5660490.0,0,0,,1.9799299999999997,7119.79
82,380.0,1.0,0.00068778,2.5101e-11,3.5511e-14,1.0898e-10,4.0036999999999995e-21,6.6424e-34,4.6955e-20,2.6508e-22,4.7254e-20,1.412e-34,1.1559e-48,2.211e-56,0.0020736,6.3925e-24,2.576e-14,7.5392e-18,2.9767e-101,0.99724,1.3517e-36,3.4516e-63,1.6178e-14,2.7112e-26,8.4686e-47,1.2403e-39,2.5116e-40,3.2721e-15,1.293e-28,1.1831e-26,3.3076e-29,1.2367e-40,5.8414e-65,9.478600000000001e-33,2.2267e-69,8.177799999999999e-58,8.594200000000001e-71,1.3349e-56,3.2369e-53,5.2988e-45,2.1084000000000002e-33,9.7049e-64,4.3314e-58,9.1166e-78,5.1666e-75,1.1874e-126,1.8854e-72,1.7752e-72,3.8117e-82,1.0431999999999999e-66,4.9619e-44,2.0044e-74,4.5578e-69,2.441e-53,7.068099999999999e-46,2.4450999999999996e-102,1.4011e-74,2.0073e-112,7.4732e-32,4.0362999999999995e-65,1.4011e-74,3.9885e-102,2.6798999999999998e-80,6.751e-96,3.9234000000000003e-56,81,382.764,15.8839,717704000.0,5790160.0,0,0,,1.58839,7177.04
83,390.0,1.0,0.0012642,6.2108e-11,1.2046e-13,2.9443e-10,1.9996000000000002e-20,6.1561000000000004e-33,2.4633000000000003e-19,1.5891999999999998e-21,2.4808000000000004e-19,1.6282e-33,3.2779e-47,8.938600000000001e-55,0.0039549,3.429e-23,9.2028e-14,3.4101e-17,1.6517000000000002e-98,0.99478,1.5084e-35,1.6047000000000002e-61,4.2669e-14,1.8098e-25,1.6237e-45,1.8443999999999999e-38,3.8987e-39,1.358e-14,1.0388e-27,8.9568e-26,2.9887e-28,1.9244e-39,3.8697e-63,1.1521000000000001e-31,2.1991e-67,4.1477000000000005e-56,9.7895e-69,5.4391e-55,1.2018e-51,1.2303999999999999e-43,2.672e-32,5.45e-62,1.9013000000000002e-56,1.4368e-75,7.0883e-73,3.0352000000000005e-123,2.2777e-70,1.716e-70,7.711499999999999e-80,8.7232e-65,1.1591e-42,2.5486e-72,4.6493e-67,1.009e-51,1.9840999999999999e-44,1.6748e-99,1.8278e-72,2.1834e-109,8.7472e-31,3.405e-63,1.8278e-72,2.4708e-99,4.7023e-78,2.446e-93,1.8346000000000002e-54,82,391.863,12.7427,723563000.0,5927810.0,0,0,,1.27427,7235.63
