,T/K,P/MPa,H2O(g),H2(g),H2S(g),HCl(g),HF(g),H(g),HCOOH(g;cis),HCOOH(g;trans),HCOOH(g),OH(g),O2(g),O(g),CO2(g),CH4(g),CO(g),COS(g),C(g),N2(g),NO(g),N(g),NH3(g),NaCl(g),Na(g),NaOH(g),KOH(g),SO2(g),SH(g),S2(g),SO(g),S(g),Fe(g),Fe(OH)2(g),FeO(g),FeOH(g),FeO2(g),Ni(g),NiS(g),NiOH(g),Ni(OH)2(g),Mn(g),MnH(g),SiO(g),SiO2(g),Si(g),PO(g),Mg(g),MgO(g),MgOH(g),Mg(OH)2(g),MgS(g),CrO2(g),Cr(OH)2(g),Cr(OH)3(g),AlO(g),AlOH(g),Al(g),Al(OH)3(g),Al(OH)2(g),AlOH(g).1,CaO(g),CaOH(g),Ca(g),Ca(OH)2(g),layer,temp.[K],press.[10^-6bar],altitude[cm],height.of.layer[cm],"conv.unstable?[1:yes,0:no]","conv.lapse-rate?[1:yes,0:no]",pl.eff.temp.[K],press.[MPa],altitude[km]
84,400.0,1.0,0.0022523,1.469e-10,3.8423e-13,7.5606e-10,9.205600000000001e-20,5.1074e-32,1.1876e-18,8.6976e-21,1.197e-18,1.6612e-32,7.860099999999999e-46,3.0043e-53,0.0073,1.6880999999999998e-22,3.085e-13,1.4303e-16,6.6869e-96,0.99045,1.4903e-34,6.154e-60,1.0698e-13,1.0969000000000001e-24,2.6845e-44,2.3952e-37,5.2758e-38,5.2451e-14,7.5213e-27,6.1287e-25,2.4185e-27,2.612e-38,2.0775e-61,1.2353e-30,1.7245999999999998e-65,1.7274e-54,8.785199999999999e-67,1.8397999999999999e-53,3.7202999999999995e-50,2.4395e-42,2.9797e-31,2.5011999999999997e-60,6.9035e-55,1.7577e-73,7.6002e-71,5.2424000000000006e-120,2.1653e-68,1.3195e-68,1.1956e-77,5.8438e-63,2.3130000000000004e-41,2.5424e-70,3.7585999999999996e-65,3.4584e-50,4.7078e-43,8.272400000000001e-97,1.8681e-70,1.6743e-106,9.0424e-30,2.2988e-61,1.8681e-70,1.1088e-96,6.3676e-76,6.5972e-91,7.0745e-53,83,401.161,10.2228,729562000.0,6068460.0,0,0,,1.02228,7295.62
85,410.0,1.0,0.0038982,3.3326e-10,1.1575e-12,1.8519e-09,3.9298000000000004e-19,3.8239e-31,5.2948e-18,4.375e-20,5.3414e-18,1.5132e-31,1.6134e-44,8.508399999999999e-52,0.013071,7.675399999999999e-22,9.7486e-13,5.594e-16,2.0214e-93,0.98303,1.3142000000000001e-33,1.9729999999999998e-58,2.5574e-13,6.0789000000000005e-24,3.8691e-43,2.7432999999999998e-36,6.286e-37,1.8953e-13,4.9453e-26,3.8186000000000004e-24,1.767e-26,3.1233e-37,9.179e-60,1.1792000000000001e-29,1.0922e-63,5.992399999999999e-53,6.320699999999999e-65,5.2370999999999994e-52,9.73e-49,4.1775e-41,2.9511000000000002e-30,9.5207e-59,2.1024999999999997e-53,1.7002000000000001e-71,6.4846e-69,6.2964e-117,1.6483999999999998e-66,8.208e-67,1.4486e-75,3.1876e-61,3.988399999999999e-40,2.0256e-68,2.4494e-63,9.9648e-49,9.559e-42,3.0178e-94,1.5230000000000001e-68,9.2861e-104,8.331200000000001e-29,1.2624e-59,1.5230000000000001e-68,3.6913e-94,6.7819e-74,1.3536e-88,2.2815e-51,84,408.573,8.20117,735686000.0,6180570.0,0,0,,0.8201169999999999,7356.86
86,420.0,1.0,0.0065676,7.2719e-10,3.3072e-12,4.3416e-09,1.564e-18,2.6026000000000002e-30,2.1952e-17,2.0348000000000003e-19,2.2166e-17,1.2405e-30,2.8663999999999997e-43,2.0553999999999998e-50,0.022753,3.2416999999999998e-21,2.9162e-12,2.0503e-15,4.6584e-91,0.97068,1.0416e-32,5.3506e-57,5.8423e-13,3.0999e-23,4.9088e-42,2.7958e-35,6.6544e-36,6.438e-13,2.9731e-25,2.1811e-23,1.1741000000000002e-25,3.3202e-36,3.3844e-58,1.0104e-28,5.6717e-62,1.7544e-51,3.7038e-63,1.27e-50,2.1761e-47,6.243199999999999e-40,2.6178e-29,3.0464e-57,5.4387e-52,1.3224e-69,4.4751e-67,5.3969e-114,1.0211e-64,4.1934e-65,1.3959e-73,1.4366e-59,6.0048e-39,1.3098e-66,1.3068e-61,2.4438e-47,1.6794999999999998e-40,8.308899999999999e-92,1.0065999999999999e-66,3.8124e-101,6.8977e-28,5.7238e-58,1.0065999999999999e-66,9.3115e-92,5.779599999999999e-72,2.1543e-86,6.2321e-50,85,415.065,6.57933,741916000.0,6278780.0,0,0,,0.657933,7419.16
87,420.0,0.3,0.021892,2.424e-09,1.1024e-11,1.4472e-08,5.2132e-18,8.6752e-30,7.3174e-17,6.782700000000001e-19,7.3888e-17,4.135e-30,9.5547e-43,6.851199999999999e-50,0.075843,1.0806000000000001e-20,9.7208e-12,6.8344e-15,1.5528e-90,0.90226,1.8335e-32,9.4182e-57,1.0284e-12,1.0332999999999999e-22,1.6363000000000002e-41,9.319300000000001e-35,2.2181e-35,2.146e-12,9.910300000000001e-25,7.270399999999999e-23,3.9136e-25,1.1067e-35,1.1281000000000001e-57,3.3681e-28,1.8906e-61,5.8482e-51,1.2346e-62,4.2333999999999996e-50,7.2538e-47,2.0811e-39,8.7259e-29,1.0155000000000001e-56,1.8129e-51,4.408e-69,1.4917e-66,1.799e-113,3.4036000000000004e-64,1.3978e-64,4.6531e-73,4.7887e-59,2.0016e-38,4.366e-66,4.3561000000000004e-61,8.1459e-47,5.5983e-40,2.7696e-91,3.3552999999999996e-66,1.2708e-100,2.2992e-27,1.9079e-57,3.3552999999999996e-66,3.1038e-91,1.9265e-71,7.1809e-86,2.0774000000000002e-49,86,421.064,5.27823,748240000.0,6369540.0,0,0,,0.527823,7482.4
88,430.0,0.3,0.035971,5.1015e-09,2.9982e-11,3.257e-08,1.9436e-17,5.403100000000001e-29,2.8356e-16,2.9328e-18,2.8661e-16,3.0732e-29,1.4841e-41,1.4274e-48,0.1286,4.2611e-20,2.7632e-11,2.3582e-14,2.7804e-88,0.83543,1.2774e-31,2.1215000000000002e-55,2.1862e-12,4.8769e-22,1.8438e-40,8.5202e-34,2.1035e-34,6.882e-12,5.482e-24,3.8303e-22,2.3807e-24,1.0546e-34,3.5154000000000003e-56,2.6101000000000002e-27,8.1624e-60,1.4622e-49,5.9773e-61,8.8445e-49,1.4026e-45,2.7402e-38,6.9856e-28,2.7646e-55,4.0291e-50,2.7991999999999998e-67,8.4506e-65,1.1266e-110,1.7402e-62,5.9464e-63,3.6237e-71,1.8071e-57,2.6561e-37,2.3251000000000002e-64,1.9294999999999998e-59,1.7196000000000002e-45,8.5977e-39,5.8699e-89,1.8242000000000002e-64,3.9439e-98,1.7234e-26,7.2375e-56,1.8242000000000002e-64,6.0491e-89,1.3343e-69,9.0243e-84,4.8624e-48,87,426.242,4.23442,754649000.0,6447860.0,0,0,,0.423442,7546.49
89,430.0,0.3,0.035971,5.1015e-09,2.9982e-11,3.257e-08,1.9436e-17,5.403100000000001e-29,2.8356e-16,2.9328e-18,2.8661e-16,3.0732e-29,1.4841e-41,1.4274e-48,0.1286,4.2611e-20,2.7632e-11,2.3582e-14,2.7804e-88,0.83543,1.2774e-31,2.1215000000000002e-55,2.1862e-12,4.8769e-22,1.8438e-40,8.5202e-34,2.1035e-34,6.882e-12,5.482e-24,3.8303e-22,2.3807e-24,1.0546e-34,3.5154000000000003e-56,2.6101000000000002e-27,8.1624e-60,1.4622e-49,5.9773e-61,8.8445e-49,1.4026e-45,2.7402e-38,6.9856e-28,2.7646e-55,4.0291e-50,2.7991999999999998e-67,8.4506e-65,1.1266e-110,1.7402e-62,5.9464e-63,3.6237e-71,1.8071e-57,2.6561e-37,2.3251000000000002e-64,1.9294999999999998e-59,1.7196000000000002e-45,8.5977e-39,5.8699e-89,1.8242000000000002e-64,3.9439e-98,1.7234e-26,7.2375e-56,1.8242000000000002e-64,6.0491e-89,1.3343e-69,9.0243e-84,4.8624e-48,88,430.383,3.39704,761128000.0,6510500.0,0,0,,0.339704,7611.28
90,430.0,0.3,0.035971,5.1015e-09,2.9982e-11,3.257e-08,1.9436e-17,5.403100000000001e-29,2.8356e-16,2.9328e-18,2.8661e-16,3.0732e-29,1.4841e-41,1.4274e-48,0.1286,4.2611e-20,2.7632e-11,2.3582e-14,2.7804e-88,0.83543,1.2774e-31,2.1215000000000002e-55,2.1862e-12,4.8769e-22,1.8438e-40,8.5202e-34,2.1035e-34,6.882e-12,5.482e-24,3.8303e-22,2.3807e-24,1.0546e-34,3.5154000000000003e-56,2.6101000000000002e-27,8.1624e-60,1.4622e-49,5.9773e-61,8.8445e-49,1.4026e-45,2.7402e-38,6.9856e-28,2.7646e-55,4.0291e-50,2.7991999999999998e-67,8.4506e-65,1.1266e-110,1.7402e-62,5.9464e-63,3.6237e-71,1.8071e-57,2.6561e-37,2.3251000000000002e-64,1.9294999999999998e-59,1.7196000000000002e-45,8.5977e-39,5.8699e-89,1.8242000000000002e-64,3.9439e-98,1.7234e-26,7.2375e-56,1.8242000000000002e-64,6.0491e-89,1.3343e-69,9.0243e-84,4.8624e-48,89,433.579,2.72525,767662000.0,6558850.0,0,0,,0.272525,7676.62
91,440.0,0.3,0.057737,1.0381e-08,7.7882e-11,7.0565e-08,6.818e-17,3.0981e-28,1.0318e-15,1.1849e-17,1.044e-15,2.0844e-28,2.0337999999999997e-40,2.5907e-47,0.21276,1.5764e-19,7.49e-11,7.6919e-14,3.9351000000000005e-86,0.7295,7.8971e-31,4.0228e-54,4.3491e-12,2.1415999999999997e-21,1.8602e-39,7.0396e-33,1.8002e-33,2.0918e-11,2.8061e-23,1.8716e-21,1.3339e-23,9.0742e-34,9.3647e-55,1.8418e-26,2.9670999999999998e-58,3.1557e-48,2.4223e-59,1.6081e-47,2.3679e-44,3.2062e-37,5.0822e-27,6.4754e-54,7.7735e-49,1.4713999999999999e-65,3.9832e-63,5.267e-108,7.4411e-61,2.1328e-61,2.3141e-69,5.7794000000000005e-56,3.1332e-36,1.0334000000000002e-62,7.1866e-58,3.157e-44,1.1648e-37,9.748599999999999e-87,8.2681e-63,9.4314e-96,1.1775e-25,2.3252000000000002e-54,8.2681e-63,9.269899999999999e-87,7.6167e-68,9.1005e-82,9.8552e-47,90,435.728,2.18632,774238000.0,6591350.0,0,0,,0.21863199999999997,7742.38
92,440.0,0.1,0.17321,3.1142e-08,2.3364e-10,2.117e-07,2.0454e-16,9.2943e-28,3.0953e-15,3.5547e-17,3.132e-15,6.2533e-28,6.1014e-40,7.7722e-47,0.63829,4.7291e-19,2.247e-10,2.3076e-13,1.1805e-85,0.1885,6.953e-31,3.5419000000000003e-54,3.8292e-12,6.4247999999999996e-21,5.5805e-39,2.1118999999999998e-32,5.4007000000000004e-33,6.2753e-11,8.4183e-23,5.614699999999999e-21,4.0016e-23,2.7222e-33,2.8094000000000003e-54,5.5255e-26,8.9013e-58,9.4671e-48,7.267e-59,4.8243e-47,7.1038e-44,9.6187e-37,1.5247e-26,1.9426e-53,2.3321e-48,4.4144e-65,1.1949e-62,1.5801e-107,2.2323e-60,6.3985e-61,6.9422e-69,1.7338e-55,9.3995e-36,3.1001e-62,2.1560000000000002e-57,9.4711e-44,3.4945e-37,2.9246e-86,2.4804e-62,2.8294e-95,3.5326000000000004e-25,6.9758e-54,2.4804e-62,2.781e-86,2.285e-67,2.7302e-81,2.9565999999999996e-46,91,436.679,1.75396,780836000.0,6605740.0,0,0,,0.175396,7808.36
93,440.0,0.1,0.17321,3.1142e-08,2.3364e-10,2.117e-07,2.0454e-16,9.2943e-28,3.0953e-15,3.5547e-17,3.132e-15,6.2533e-28,6.1014e-40,7.7722e-47,0.63829,4.7291e-19,2.247e-10,2.3076e-13,1.1805e-85,0.1885,6.953e-31,3.5419000000000003e-54,3.8292e-12,6.4247999999999996e-21,5.5805e-39,2.1118999999999998e-32,5.4007000000000004e-33,6.2753e-11,8.4183e-23,5.614699999999999e-21,4.0016e-23,2.7222e-33,2.8094000000000003e-54,5.5255e-26,8.9013e-58,9.4671e-48,7.267e-59,4.8243e-47,7.1038e-44,9.6187e-37,1.5247e-26,1.9426e-53,2.3321e-48,4.4144e-65,1.1949e-62,1.5801e-107,2.2323e-60,6.3985e-61,6.9422e-69,1.7338e-55,9.3995e-36,3.1001e-62,2.1560000000000002e-57,9.4711e-44,3.4945e-37,2.9246e-86,2.4804e-62,2.8294e-95,3.5326000000000004e-25,6.9758e-54,2.4804e-62,2.781e-86,2.285e-67,2.7302e-81,2.9565999999999996e-46,92,436.776,1.4071,787443000.0,6607210.0,0,0,,0.14071,7874.43
94,440.0,0.1,0.17321,3.1142e-08,2.3364e-10,2.117e-07,2.0454e-16,9.2943e-28,3.0953e-15,3.5547e-17,3.132e-15,6.2533e-28,6.1014e-40,7.7722e-47,0.63829,4.7291e-19,2.247e-10,2.3076e-13,1.1805e-85,0.1885,6.953e-31,3.5419000000000003e-54,3.8292e-12,6.4247999999999996e-21,5.5805e-39,2.1118999999999998e-32,5.4007000000000004e-33,6.2753e-11,8.4183e-23,5.614699999999999e-21,4.0016e-23,2.7222e-33,2.8094000000000003e-54,5.5255e-26,8.9013e-58,9.4671e-48,7.267e-59,4.8243e-47,7.1038e-44,9.6187e-37,1.5247e-26,1.9426e-53,2.3321e-48,4.4144e-65,1.1949e-62,1.5801e-107,2.2323e-60,6.3985e-61,6.9422e-69,1.7338e-55,9.3995e-36,3.1001e-62,2.1560000000000002e-57,9.4711e-44,3.4945e-37,2.9246e-86,2.4804e-62,2.8294e-95,3.5326000000000004e-25,6.9758e-54,2.4804e-62,2.781e-86,2.285e-67,2.7302e-81,2.9565999999999996e-46,93,436.237,1.12884,794046000.0,6599060.0,0,0,,0.112884,7940.46
95,440.0,0.1,0.17321,3.1142e-08,2.3364e-10,2.117e-07,2.0454e-16,9.2943e-28,3.0953e-15,3.5547e-17,3.132e-15,6.2533e-28,6.1014e-40,7.7722e-47,0.63829,4.7291e-19,2.247e-10,2.3076e-13,1.1805e-85,0.1885,6.953e-31,3.5419000000000003e-54,3.8292e-12,6.4247999999999996e-21,5.5805e-39,2.1118999999999998e-32,5.4007000000000004e-33,6.2753e-11,8.4183e-23,5.614699999999999e-21,4.0016e-23,2.7222e-33,2.8094000000000003e-54,5.5255e-26,8.9013e-58,9.4671e-48,7.267e-59,4.8243e-47,7.1038e-44,9.6187e-37,1.5247e-26,1.9426e-53,2.3321e-48,4.4144e-65,1.1949e-62,1.5801e-107,2.2323e-60,6.3985e-61,6.9422e-69,1.7338e-55,9.3995e-36,3.1001e-62,2.1560000000000002e-57,9.4711e-44,3.4945e-37,2.9246e-86,2.4804e-62,2.8294e-95,3.5326000000000004e-25,6.9758e-54,2.4804e-62,2.781e-86,2.285e-67,2.7302e-81,2.9565999999999996e-46,94,435.094,0.905603,800636000.0,6581770.0,0,0,,0.0905603,8006.36
96,430.0,0.1,0.10791,1.5305e-08,8.9945e-11,9.771e-08,5.8306e-17,1.6209e-28,8.5067e-16,8.7986e-18,8.5983e-16,9.219500000000001e-29,4.4523000000000005e-41,4.2822e-48,0.38578,1.2783000000000002e-19,8.2897e-11,7.0745e-14,8.3412e-88,0.5063,1.7225e-31,2.8606e-55,2.9478e-12,1.4630999999999999e-21,5.531299999999999e-40,2.5561e-33,6.3104e-34,2.0646e-11,1.6446e-23,1.1491e-21,7.142200000000001e-24,3.1636e-34,1.0546e-55,7.830400000000001e-27,2.4487e-59,4.3865e-49,1.7932e-60,2.6534e-48,4.2076000000000003e-45,8.220599999999999e-38,2.0957000000000002e-27,8.2939e-55,1.2087e-49,8.3976e-67,2.5352e-64,3.3799e-110,5.2207e-62,1.7839000000000001e-62,1.0871000000000001e-70,5.4212e-57,7.9682e-37,6.9753e-64,5.7885999999999995e-59,5.1589e-45,2.5793e-38,1.761e-88,5.4726e-64,1.1832e-97,5.1703e-26,2.1713000000000002e-55,5.4726e-64,1.8147e-88,4.0028e-69,2.7073000000000003e-83,1.4587e-47,95,433.403,0.726514,807205000.0,6556190.0,0,0,,0.07265139999999999,8072.05
97,430.0,0.03,0.35971,7.877e-08,3.9671e-10,1.5715e-07,9.3774e-17,6.7138999999999995e-28,2.1124e-15,2.1849e-17,2.1352e-15,2.4731999999999997e-28,6.225000000000001e-41,9.2444e-48,0.62045,1.1686e-18,2.0586e-10,1.5055e-13,3.1982e-87,0.019841,4.0318e-32,1.0339e-55,2.0441e-12,2.0455999999999997e-21,1.9917e-39,7.407e-33,1.8286e-33,2.4737e-11,5.8375e-23,2.8127999999999997e-21,1.3213e-23,9.0369e-34,6.7447e-55,3.2433e-26,1.0143e-58,2.2577e-48,4.8103e-60,1.0321e-47,1.4026e-44,2.5733e-37,5.2794e-27,8.847400000000001e-54,1.6022e-48,4.3221e-66,8.4506e-64,2.686e-109,3.7502e-62,9.181500000000001e-62,3.6237e-70,2.2455e-56,2.6561e-36,3.0765000000000003e-63,1.7862e-58,2.4579999999999997e-44,9.889899999999999e-38,8.3901e-88,3.24e-63,8.7042e-97,1.9824e-25,1.0345000000000001e-54,3.24e-63,2.5985e-87,7.122e-68,5.9856e-82,2.0886999999999997e-46,96,431.265,0.582841,813745000.0,6523850.0,0,0,,0.058284100000000005,8137.45
98,430.0,0.03,0.35971,7.877e-08,3.9671e-10,1.5715e-07,9.3774e-17,6.7138999999999995e-28,2.1124e-15,2.1849e-17,2.1352e-15,2.4731999999999997e-28,6.225000000000001e-41,9.2444e-48,0.62045,1.1686e-18,2.0586e-10,1.5055e-13,3.1982e-87,0.019841,4.0318e-32,1.0339e-55,2.0441e-12,2.0455999999999997e-21,1.9917e-39,7.407e-33,1.8286e-33,2.4737e-11,5.8375e-23,2.8127999999999997e-21,1.3213e-23,9.0369e-34,6.7447e-55,3.2433e-26,1.0143e-58,2.2577e-48,4.8103e-60,1.0321e-47,1.4026e-44,2.5733e-37,5.2794e-27,8.847400000000001e-54,1.6022e-48,4.3221e-66,8.4506e-64,2.686e-109,3.7502e-62,9.181500000000001e-62,3.6237e-70,2.2455e-56,2.6561e-36,3.0765000000000003e-63,1.7862e-58,2.4579999999999997e-44,9.889899999999999e-38,8.3901e-88,3.24e-63,8.7042e-97,1.9824e-25,1.0345000000000001e-54,3.24e-63,2.5985e-87,7.122e-68,5.9856e-82,2.0886999999999997e-46,97,428.613,0.467581,820249000.0,6483720.0,0,0,,0.046758100000000004,8202.49
99,430.0,0.03,0.35971,7.877e-08,3.9671e-10,1.5715e-07,9.3774e-17,6.7138999999999995e-28,2.1124e-15,2.1849e-17,2.1352e-15,2.4731999999999997e-28,6.225000000000001e-41,9.2444e-48,0.62045,1.1686e-18,2.0586e-10,1.5055e-13,3.1982e-87,0.019841,4.0318e-32,1.0339e-55,2.0441e-12,2.0455999999999997e-21,1.9917e-39,7.407e-33,1.8286e-33,2.4737e-11,5.8375e-23,2.8127999999999997e-21,1.3213e-23,9.0369e-34,6.7447e-55,3.2433e-26,1.0143e-58,2.2577e-48,4.8103e-60,1.0321e-47,1.4026e-44,2.5733e-37,5.2794e-27,8.847400000000001e-54,1.6022e-48,4.3221e-66,8.4506e-64,2.686e-109,3.7502e-62,9.181500000000001e-62,3.6237e-70,2.2455e-56,2.6561e-36,3.0765000000000003e-63,1.7862e-58,2.4579999999999997e-44,9.889899999999999e-38,8.3901e-88,3.24e-63,8.7042e-97,1.9824e-25,1.0345000000000001e-54,3.24e-63,2.5985e-87,7.122e-68,5.9856e-82,2.0886999999999997e-46,98,425.396,0.375113,826708000.0,6435060.0,0,0,,0.0375113,8267.08
100,420.0,0.03,0.21892,2.4278e-08,1.1024e-10,1.4427e-07,5.197e-17,8.682e-29,7.306e-16,6.7722e-18,7.3773e-16,4.1318000000000004e-29,9.525e-42,6.8405e-49,0.75607,1.0839000000000001e-19,9.7057e-11,6.8131e-14,1.5527999999999999e-89,0.025009,9.6381e-33,4.9584e-57,5.4268e-13,1.0301e-21,1.6374999999999999e-40,9.319300000000001e-34,2.2181e-34,2.136e-11,9.902600000000001e-24,7.247799999999999e-22,3.9015e-24,1.105e-34,1.1308000000000001e-56,3.3707e-27,1.892e-60,5.8573e-50,1.2336e-61,4.24e-49,7.2538e-46,2.0826999999999998e-38,8.7259e-28,1.0202e-55,1.8227999999999999e-50,4.4149e-68,1.4917e-65,1.8046e-112,3.3799e-63,1.4e-63,4.6531e-72,4.7924e-58,2.0016e-37,4.366e-65,4.3528e-60,8.152299999999999e-46,5.5982999999999996e-39,2.7718e-90,3.3604999999999996e-65,1.2738e-99,2.2992e-26,1.9094e-56,3.3604999999999996e-65,3.1232e-90,1.9401e-70,7.237e-85,2.0903e-48,99,421.618,0.300932,833115000.0,6377910.0,0,0,,0.030093199999999997,8331.15
101,420.0,0.03,0.21892,2.4278e-08,1.1024e-10,1.4427e-07,5.197e-17,8.682e-29,7.306e-16,6.7722e-18,7.3773e-16,4.1318000000000004e-29,9.525e-42,6.8405e-49,0.75607,1.0839000000000001e-19,9.7057e-11,6.8131e-14,1.5527999999999999e-89,0.025009,9.6381e-33,4.9584e-57,5.4268e-13,1.0301e-21,1.6374999999999999e-40,9.319300000000001e-34,2.2181e-34,2.136e-11,9.902600000000001e-24,7.247799999999999e-22,3.9015e-24,1.105e-34,1.1308000000000001e-56,3.3707e-27,1.892e-60,5.8573e-50,1.2336e-61,4.24e-49,7.2538e-46,2.0826999999999998e-38,8.7259e-28,1.0202e-55,1.8227999999999999e-50,4.4149e-68,1.4917e-65,1.8046e-112,3.3799e-63,1.4e-63,4.6531e-72,4.7924e-58,2.0016e-37,4.366e-65,4.3528e-60,8.152299999999999e-46,5.5982999999999996e-39,2.7718e-90,3.3604999999999996e-65,1.2738e-99,2.2992e-26,1.9094e-56,3.3604999999999996e-65,3.1232e-90,1.9401e-70,7.237e-85,2.0903e-48,100,417.426,0.241421,839461000.0,6314500.0,0,0,,0.0241421,8394.61
102,410.0,0.01,0.38982,5.4019e-08,1.6352e-10,8.3773e-08,1.7777e-17,4.8684e-29,3.8824e-16,3.208e-18,3.9166e-16,1.1886e-29,6.1404999999999995e-43,5.248999999999999e-50,0.59128,2.397e-19,7.1481e-11,3.5747e-14,2.4025e-91,0.018908,1.1244e-33,2.7364e-58,7.3195e-13,2.3136e-22,4.1445e-41,2.3081e-34,5.2887e-35,6.2866e-12,5.4871e-24,2.9003e-22,9.500200000000001e-25,2.722e-35,1.8943e-57,1.5013e-27,1.3905000000000001e-61,9.7135e-51,4.9645e-63,6.0093e-50,9.73e-47,3.7649999999999996e-39,2.089e-28,3.4116e-56,9.5919e-51,2.7559e-69,6.4846e-67,1.6544e-114,3.149e-65,1.3305e-64,1.4486e-73,4.0583e-59,3.9884e-38,2.8614e-66,2.2866e-61,1.5078999999999999e-46,1.1361e-39,4.5665e-92,2.9343e-66,2.2778e-101,9.9021e-27,1.9104e-57,2.9343e-66,1.8039e-91,4.2197e-71,1.0722e-85,1.115e-48,101,413.119,0.193678,845743000.0,6249350.0,0,0,,0.0193678,8457.43
103,410.0,0.01,0.38982,5.4019e-08,1.6352e-10,8.3773e-08,1.7777e-17,4.8684e-29,3.8824e-16,3.208e-18,3.9166e-16,1.1886e-29,6.1404999999999995e-43,5.248999999999999e-50,0.59128,2.397e-19,7.1481e-11,3.5747e-14,2.4025e-91,0.018908,1.1244e-33,2.7364e-58,7.3195e-13,2.3136e-22,4.1445e-41,2.3081e-34,5.2887e-35,6.2866e-12,5.4871e-24,2.9003e-22,9.500200000000001e-25,2.722e-35,1.8943e-57,1.5013e-27,1.3905000000000001e-61,9.7135e-51,4.9645e-63,6.0093e-50,9.73e-47,3.7649999999999996e-39,2.089e-28,3.4116e-56,9.5919e-51,2.7559e-69,6.4846e-67,1.6544e-114,3.149e-65,1.3305e-64,1.4486e-73,4.0583e-59,3.9884e-38,2.8614e-66,2.2866e-61,1.5078999999999999e-46,1.1361e-39,4.5665e-92,2.9343e-66,2.2778e-101,9.9021e-27,1.9104e-57,2.9343e-66,1.8039e-91,4.2197e-71,1.0722e-85,1.115e-48,102,408.629,0.155377,851958000.0,6181420.0,0,0,,0.0155377,8519.58
104,400.0,0.01,0.22523,1.469e-08,3.8423e-11,7.5606e-08,9.2056e-18,5.1074000000000004e-30,1.1876e-16,8.6976e-19,1.197e-16,1.6612e-30,7.8601e-44,3.0043e-51,0.73,1.6881e-20,3.085e-11,1.4303e-14,6.6869e-94,0.044771,3.1684000000000002e-34,1.3084e-59,2.2745e-13,1.0968999999999999e-22,2.6845e-42,2.3952000000000002e-35,5.2757999999999995e-36,5.2451e-12,7.521300000000001e-25,6.1287e-23,2.4185e-25,2.612e-36,2.0774999999999997e-59,1.2352999999999998e-28,1.7246e-63,1.7273999999999998e-52,8.785199999999999e-65,1.8398e-51,3.7203e-48,2.4395e-40,2.9797e-29,2.5012e-58,6.903499999999999e-53,1.7577e-71,7.6002e-69,5.2424e-118,2.1652999999999998e-66,1.3194999999999998e-66,1.1956e-75,5.8438e-61,2.313e-39,2.5424e-68,3.7586000000000003e-63,3.4584e-48,4.707800000000001e-41,8.2724e-95,1.8681e-68,1.6743e-104,9.042399999999999e-28,2.2988e-59,1.8681e-68,1.1088e-94,6.3676e-74,6.5972e-89,7.074499999999999e-51,103,402.698,0.12465,858095000.0,6091700.0,0,0,,0.012465,8580.95
105,380.0,0.01,0.068778,2.5101e-09,3.5511e-12,1.0898e-08,4.0037e-19,6.6424e-32,4.6955e-18,2.6508000000000002e-20,4.7254e-18,1.412e-32,1.1558999999999998e-46,2.2110000000000002e-54,0.20736,6.392499999999999e-22,2.576e-12,7.5392e-16,2.9767e-99,0.72386,1.1516000000000001e-35,2.9407e-62,1.3783e-13,2.7112e-24,8.4686e-45,1.2403e-37,2.5116e-38,3.2721e-13,1.293e-26,1.1831e-24,3.3076e-27,1.2367e-38,5.8414e-63,9.4786e-31,2.2267e-67,8.1778e-56,8.594200000000001e-69,1.3349e-54,3.2369e-51,5.2988e-43,2.1084e-31,9.7049e-62,4.3314e-56,9.1166e-76,5.1666e-73,1.1873999999999999e-124,1.8854000000000002e-70,1.7752e-70,3.8117e-80,1.0432e-64,4.9619e-42,2.0043999999999998e-72,4.5578e-67,2.441e-51,7.068099999999999e-44,2.4451e-100,1.4010999999999999e-72,2.0073e-110,7.4732e-30,4.0363e-63,1.4010999999999999e-72,3.9885e-100,2.6799e-78,6.751e-94,3.9234000000000003e-54,104,380.279,0.1,864017000.0,5752570.0,0,0,,0.01,8640.17
